1514764800000,5a4980f57c459f246b63d649,1|lat:391ms
1514772000000,5a49915f7c459f246b63d661,3|lat:401ms
1514998800000,5a4c35f07c459f246b63d98e,143|lat:86ms,5a4e75c47c459f29e79b20d7,54|lat:86ms,5a4c12927c459f246b63d95b,48|lat:86ms
1515002400000,5a4e76487c459f29e79b21a8,102|lat:243ms,5a4c35f07c459f246b63d98e,89|lat:243ms,5a4e76527c459f29e79b21ba,83|lat:243ms
1515006000000,5a4e76657c459f29e79b21da,429|lat:210ms,5a4e76527c459f29e79b21ba,79|lat:210ms,5a4e76487c459f29e79b21a8,69|lat:210ms
1515009600000,5a4e76657c459f29e79b21da,244|lat:177ms,5a4e76487c459f29e79b21a8,65|lat:177ms,5a4e76527c459f29e79b21ba,51|lat:177ms
1515013200000,5a4e76657c459f29e79b21da,229|lat:155ms,5a4e76a07c459f29e79b223a,140|lat:155ms,5a4e76527c459f29e79b21ba,60|lat:155ms
1515016800000,5a4e76657c459f29e79b21da,199|lat:104ms,5a4e76a07c459f29e79b223a,162|lat:104ms,5a4e76527c459f29e79b21ba,54|lat:104ms
1515020400000,5a4e76657c459f29e79b21da,134|lat:79ms,5a4e76a07c459f29e79b223a,75|lat:79ms,5a4e76527c459f29e79b21ba,45|lat:79ms
1515024000000,5a4e76657c459f29e79b21da,112|lat:263ms,5a4e76a07c459f29e79b223a,52|lat:263ms,5a4e76527c459f29e79b21ba,51|lat:263ms
1515027600000,5a4e76657c459f29e79b21da,61|lat:256ms,5a4e76527c459f29e79b21ba,49|lat:256ms,5a4e76a07c459f29e79b223a,42|lat:256ms
1515031200000,5a4e76657c459f29e79b21da,76|lat:248ms,5a4e76a07c459f29e79b223a,38|lat:248ms,5a4e76e67c459f29e79b22ba,36|lat:248ms
1515034800000,5a4e76657c459f29e79b21da,42|lat:241ms,5a4e76e67c459f29e79b22ba,37|lat:241ms,5a4e76a07c459f29e79b223a,36|lat:241ms
1515038400000,5a4e76e67c459f29e79b22ba,26|lat:228ms,5a4e76a07c459f29e79b223a,22|lat:228ms,5a4e75be7c459f29e79b20c2,15|lat:228ms
1515042000000,5a4e76a07c459f29e79b223a,24|lat:225ms,5a4e77067c459f29e79b22f7,17|lat:225ms,5a4e76e67c459f29e79b22ba,16|lat:225ms
1515045600000,5a4e76a07c459f29e79b223a,17|lat:216ms,5a4e76e67c459f29e79b22ba,14|lat:216ms,5a4e75e17c459f29e79b2126,10|lat:216ms
1515049200000,5a4e76657c459f29e79b21da,16|lat:193ms,5a4e76a07c459f29e79b223a,12|lat:193ms,5a4e76527c459f29e79b21ba,10|lat:193ms
1515052800000,5a4e76657c459f29e79b21da,23|lat:186ms,5a4e76a07c459f29e79b223a,16|lat:186ms,5a4e76e67c459f29e79b22ba,11|lat:186ms
1515056400000,5a4e76657c459f29e79b21da,19|lat:168ms,5a4e76e67c459f29e79b22ba,16|lat:168ms,5a4e76a07c459f29e79b223a,10|lat:168ms
1515060000000,5a4e76657c459f29e79b21da,23|lat:149ms,5a4e76e67c459f29e79b22ba,16|lat:149ms,5a4e76a07c459f29e79b223a,11|lat:149ms
1515063600000,5a4e76657c459f29e79b21da,34|lat:135ms,5a4e76e67c459f29e79b22ba,25|lat:135ms,5a4e77527c459f29e79b23c2,23|lat:135ms
1515067200000,5a4e76657c459f29e79b21da,62|lat:119ms,5a4e76e67c459f29e79b22ba,45|lat:119ms,5a4e77527c459f29e79b23c2,37|lat:119ms
1515070800000,5a4e76657c459f29e79b21da,88|lat:95ms,5a4e76e67c459f29e79b22b8,54|lat:95ms,5a4e76e67c459f29e79b22ba,50|lat:95ms
1515074400000,5a4e76657c459f29e79b21da,117|lat:247ms,5a4e76e67c459f29e79b22b8,94|lat:247ms,5a4e76e67c459f29e79b22ba,84|lat:247ms
1515078000000,5a4e76657c459f29e79b21da,85|lat:223ms,5a4e76e67c459f29e79b22b8,67|lat:223ms,5a4e76e67c459f29e79b22ba,66|lat:223ms
1515081600000,5a4e76657c459f29e79b21da,76|lat:200ms,5a4e76e67c459f29e79b22ba,67|lat:200ms,5a4e77527c459f29e79b23c2,51|lat:200ms
1515085200000,5a4e76e67c459f29e79b22ba,52|lat:170ms,5a4e76657c459f29e79b21da,48|lat:170ms,5a4e77527c459f29e79b23c2,35|lat:170ms
1515088800000,5a4e76657c459f29e79b21da,49|lat:161ms,5a4e76e67c459f29e79b22ba,47|lat:161ms,5a4e76e67c459f29e79b22b8,37|lat:161ms
1515092400000,5a4e77e77c459f29e79b250b,204|lat:152ms,5a4e76e67c459f29e79b22ba,31|lat:152ms,5a4e77527c459f29e79b23c1,30|lat:152ms
1515096000000,5a4e77e77c459f29e79b250b,122|lat:121ms,5a4e8b2c7c459f29e79b254c,69|lat:121ms,5a4e76e67c459f29e79b22ba,42|lat:121ms
1515099600000,5a4e77e77c459f29e79b250b,88|lat:107ms,5a4e8b2c7c459f29e79b254c,27|lat:107ms,5a4e76e67c459f29e79b22ba,26|lat:107ms
1515103200000,5a4e77e77c459f29e79b250b,68|lat:97ms,5a4e76e67c459f29e79b22ba,32|lat:97ms,5a4e8b2c7c459f29e79b254c,25|lat:97ms
1515106800000,5a4e77e77c459f29e79b250b,57|lat:89ms,5a4e8b2c7c459f29e79b254c,29|lat:89ms,5a4e76e67c459f29e79b22ba,26|lat:89ms
1515110400000,5a4e77e77c459f29e79b250b,53|lat:81ms,5a4e8b2c7c459f29e79b254c,20|lat:81ms,5a4e966c7c459f29e79b2567,19|lat:81ms
1515114000000,5a4ea68b7c459f29e79b258b,90|lat:255ms,5a4e77e77c459f29e79b250b,31|lat:255ms,5a4e966c7c459f29e79b2567,23|lat:255ms
1515117600000,5a4ec8927c459f29e79b25e2,122|lat:251ms,5a4ea68b7c459f29e79b258b,95|lat:251ms,5a4ecc887c459f29e79b25e7,31|lat:251ms
1515121200000,5a4ea68b7c459f29e79b258b,98|lat:244ms,5a4ec8927c459f29e79b25e2,96|lat:244ms,5a4ecc887c459f29e79b25e7,27|lat:244ms
1515124800000,5a4ec8927c459f29e79b25e2,109|lat:235ms,5a4ea68b7c459f29e79b258b,98|lat:235ms,5a4ecc887c459f29e79b25e7,25|lat:235ms
1515128400000,5a4ec8927c459f29e79b25e2,68|lat:233ms,5a4ea68b7c459f29e79b258b,55|lat:233ms,5a4ecc887c459f29e79b25e7,18|lat:233ms
1515132000000,5a4ea68b7c459f29e79b258b,35|lat:232ms,5a4ec8927c459f29e79b25e2,34|lat:232ms,5a4ecc887c459f29e79b25e7,14|lat:232ms
1515135600000,5a4ec8927c459f29e79b25e2,30|lat:206ms,5a4ea68b7c459f29e79b258b,25|lat:206ms,5a4e77e77c459f29e79b250b,7|lat:206ms
1515139200000,5a4ec8927c459f29e79b25e2,32|lat:205ms,5a4ea68b7c459f29e79b258b,20|lat:205ms,5a4e77e77c459f29e79b250b,8|lat:205ms
1515142800000,5a4ec8927c459f29e79b25e2,31|lat:193ms,5a4ea68b7c459f29e79b258b,30|lat:193ms,5a4ecc887c459f29e79b25e7,5|lat:193ms
1515146400000,5a4ea68b7c459f29e79b258b,46|lat:185ms,5a4ecc887c459f29e79b25e7,23|lat:185ms,5a4ec8927c459f29e79b25e2,17|lat:185ms
1515150000000,5a4ea68b7c459f29e79b258b,58|lat:167ms,5a4ec8927c459f29e79b25e2,50|lat:167ms,5a4f57407c459f29e79b26e8,36|lat:167ms
1515153600000,5a4ea68b7c459f29e79b258b,89|lat:147ms,5a4f57407c459f29e79b26e8,79|lat:147ms,5a4ec8927c459f29e79b25e2,75|lat:147ms
1515157200000,5a4ea68b7c459f29e79b258b,128|lat:125ms,5a4f57407c459f29e79b26e8,116|lat:125ms,5a4ec8927c459f29e79b25e2,92|lat:125ms
1515160800000,5a4f57407c459f29e79b26e8,164|lat:88ms,5a4ec8927c459f29e79b25e2,143|lat:88ms,5a4ea68b7c459f29e79b258b,135|lat:88ms
1515164400000,5a4f57407c459f29e79b26e8,201|lat:218ms,5a4ea68b7c459f29e79b258b,146|lat:218ms,5a4ec8927c459f29e79b25e2,115|lat:218ms
1515168000000,5a4f57407c459f29e79b26e8,238|lat:157ms,5a4ea68b7c459f29e79b258b,133|lat:157ms,5a4ec8927c459f29e79b25e2,106|lat:157ms
1515171600000,5a4f57407c459f29e79b26e8,179|lat:134ms,5a4ea68b7c459f29e79b258b,104|lat:134ms,5a4ec8927c459f29e79b25e2,85|lat:134ms
1515175200000,5a4f57407c459f29e79b26e8,145|lat:91ms,5a4fb89b7c459f29e79b27d8,105|lat:91ms,5a4ec8927c459f29e79b25e2,72|lat:91ms
1515178800000,5a4fc38a7c459f29e79b2800,313|lat:222ms,5a4fb89b7c459f29e79b27d8,187|lat:222ms,5a4f57407c459f29e79b26e8,98|lat:222ms
1515182400000,5a4fc38a7c459f29e79b2800,223|lat:181ms,5a4fb89b7c459f29e79b27d8,165|lat:181ms,5a4f57407c459f29e79b26e8,67|lat:181ms
1515186000000,5a4fc38a7c459f29e79b2800,149|lat:159ms,5a4fb89b7c459f29e79b27d8,116|lat:159ms,5a4fc7717c459f29e79b280d,67|lat:159ms
1515189600000,5a4fc38a7c459f29e79b2800,101|lat:135ms,5a4fb89b7c459f29e79b27d8,64|lat:135ms,5a4fc7717c459f29e79b280d,53|lat:135ms
1515193200000,5a4fc38a7c459f29e79b2800,64|lat:121ms,5a4fb89b7c459f29e79b27d8,40|lat:121ms,5a4fc7717c459f29e79b280d,30|lat:121ms
1515196800000,5a4fb89b7c459f29e79b27d8,55|lat:103ms,5a4fc38a7c459f29e79b2800,54|lat:103ms,5a4fc7717c459f29e79b280d,50|lat:103ms
1515200400000,5a4fc38a7c459f29e79b2800,38|lat:80ms,5a4fc7717c459f29e79b280d,37|lat:80ms,5a4fb89b7c459f29e79b27d8,35|lat:80ms
1515204000000,5a4fc38a7c459f29e79b2800,60|lat:72ms,5a4fc7717c459f29e79b280d,27|lat:72ms,5a4fb89b7c459f29e79b27d8,27|lat:72ms
1515207600000,5a4fc38a7c459f29e79b2800,51|lat:69ms,5a4fc7717c459f29e79b280d,31|lat:69ms,5a4fdc8f7c459f29e79b2853,29|lat:69ms
1515211200000,5a4fc38a7c459f29e79b2800,41|lat:70ms,5a4fc7717c459f29e79b280d,18|lat:70ms,5a4fd95d7c459f29e79b2846,17|lat:70ms
1515214800000,5a4fc38a7c459f29e79b2800,35|lat:250ms,5a4fc7717c459f29e79b280d,20|lat:250ms,5a4faf7d7c459f29e79b27c5,12|lat:250ms
1515218400000,5a4fc38a7c459f29e79b2800,28|lat:237ms,5a4fc7717c459f29e79b280d,18|lat:237ms,5a4f95217c459f29e79b277b,10|lat:237ms
1515222000000,5a4fc38a7c459f29e79b2800,23|lat:229ms,5a4fc7717c459f29e79b280d,18|lat:229ms,5a4faf7d7c459f29e79b27c5,9|lat:229ms
1515225600000,5a4fc38a7c459f29e79b2800,24|lat:210ms,5a4fc7717c459f29e79b280d,9|lat:210ms,5a4fb89b7c459f29e79b27d8,8|lat:210ms
1515229200000,5a5027db7c459f29e79b28f5,11|lat:184ms,5a4fc38a7c459f29e79b2800,11|lat:184ms,5a4faf7d7c459f29e79b27c5,10|lat:184ms
1515232800000,5a4fc38a7c459f29e79b2800,25|lat:164ms,5a4fc7717c459f29e79b280d,17|lat:164ms,5a5027db7c459f29e79b28f5,7|lat:164ms
1515236400000,5a4fc38a7c459f29e79b2800,31|lat:151ms,5a5027db7c459f29e79b28f5,19|lat:151ms,5a4fd95d7c459f29e79b2846,18|lat:151ms
1515240000000,5a4fc38a7c459f29e79b2800,63|lat:129ms,5a5027db7c459f29e79b28f5,39|lat:129ms,5a4fb89b7c459f29e79b27d8,34|lat:129ms
1515243600000,5a4fc38a7c459f29e79b2800,75|lat:103ms,5a4fc7717c459f29e79b280d,62|lat:103ms,5a5027db7c459f29e79b28f5,60|lat:103ms
1515247200000,5a5027db7c459f29e79b28f5,67|lat:96ms,5a4fc7717c459f29e79b280d,65|lat:96ms,5a4fc38a7c459f29e79b2800,58|lat:96ms
1515250800000,5a4fc7717c459f29e79b280d,87|lat:84ms,5a5027db7c459f29e79b28f5,65|lat:84ms,5a4fc38a7c459f29e79b2800,63|lat:84ms
1515254400000,5a4fc7717c459f29e79b280d,76|lat:74ms,5a4fd95d7c459f29e79b2846,39|lat:74ms,5a509e447c459f29e79b2955,14|lat:74ms
1515258000000,5a4fc7717c459f29e79b280d,63|lat:66ms,5a4fd95d7c459f29e79b2846,35|lat:66ms,5a509e447c459f29e79b2955,21|lat:66ms
1515261600000,5a4fc7717c459f29e79b280d,50|lat:345ms,5a4fd95d7c459f29e79b2846,32|lat:345ms,5a509e447c459f29e79b2955,21|lat:345ms
1515265200000,5a4fc7717c459f29e79b280d,46|lat:341ms,5a509e447c459f29e79b2955,28|lat:341ms,5a4fd95d7c459f29e79b2846,23|lat:341ms
1515268800000,5a4fc7717c459f29e79b280d,20|lat:340ms,5a509e447c459f29e79b2955,13|lat:340ms,5a4fd95d7c459f29e79b2846,8|lat:340ms
1515272400000,5a4fc7717c459f29e79b280d,17|lat:324ms,5a509e447c459f29e79b2955,11|lat:324ms,5a4e77997c459f29e79b2477,4|lat:324ms
1515276000000,5a4fc7717c459f29e79b280d,10|lat:301ms,5a509e447c459f29e79b2955,9|lat:301ms,5a4eb8c17c459f29e79b25b9,7|lat:301ms
1515279600000,5a4fc7717c459f29e79b280d,9|lat:283ms,5a4a14c97c459f246b63d6c9,9|lat:283ms,5a4fd95d7c459f29e79b2846,7|lat:283ms
1515283200000,5a509e447c459f29e79b2955,9|lat:259ms,5a4fd95d7c459f29e79b2846,4|lat:259ms,5a4fc7717c459f29e79b280d,4|lat:259ms
1515286800000,5a4fd95d7c459f29e79b2846,6|lat:226ms,5a509e447c459f29e79b2955,6|lat:226ms,5a4a14c97c459f246b63d6c9,4|lat:226ms
1515290400000,5a4fbff77c459f29e79b27eb,3|lat:190ms,5a4fd95d7c459f29e79b2846,3|lat:190ms,5a509e447c459f29e79b2955,2|lat:190ms
1515294000000,5a509e447c459f29e79b2955,3|lat:330ms,5a4fd95d7c459f29e79b2846,3|lat:330ms,5a4fbff77c459f29e79b27eb,2|lat:330ms
1515297600000,5a4f84fe7c459f29e79b2747,5|lat:283ms,5a4fd95d7c459f29e79b2846,3|lat:283ms,5a509e447c459f29e79b2955,2|lat:283ms
1515301200000,5a509e447c459f29e79b2955,9|lat:266ms,5a4a14c97c459f246b63d6c9,4|lat:266ms,5a4e77067c459f29e79b22f7,3|lat:266ms
1515304800000,5a4a14c97c459f246b63d6c9,2|lat:229ms,5a4f84fe7c459f29e79b2747,2|lat:229ms,5a4e75d57c459f29e79b210b,1|lat:229ms
1515308400000,5a4f53cc7c459f29e79b26df,6|lat:195ms,5a4e75db7c459f29e79b211b,1|lat:195ms,5a4fd95d7c459f29e79b2846,1|lat:195ms
1515312000000,5a4f4d037c459f29e79b26c8,3|lat:166ms,5a51550a7c459f29e79b2a30,3|lat:166ms,5a4fd95d7c459f29e79b2846,3|lat:166ms
1515315600000,5a4f4d037c459f29e79b26c8,3|lat:225ms,5a4fd95d7c459f29e79b2846,1|lat:225ms,5a51550a7c459f29e79b2a30,1|lat:225ms
1515319200000,5a4f84fe7c459f29e79b2747,5|lat:195ms,5a4f57407c459f29e79b26e9,3|lat:195ms,5a509e447c459f29e79b2955,2|lat:195ms
1515322800000,5a51550a7c459f29e79b2a30,7|lat:161ms,5a4e77ce7c459f29e79b24df,2|lat:161ms,5a4f57407c459f29e79b26e9,2|lat:161ms
1515326400000,5a4fd95d7c459f29e79b2846,8|lat:134ms,5a4a14c97c459f246b63d6c9,4|lat:134ms,5a51550a7c459f29e79b2a30,4|lat:134ms
1515330000000,5a51550a7c459f29e79b2a30,11|lat:93ms,5a4e77587c459f29e79b23c8,8|lat:93ms,5a4f57407c459f29e79b26e9,6|lat:93ms
1515333600000,5a51d35e7c459f29e79b2a9c,81|lat:80ms,5a4f57407c459f29e79b26e9,10|lat:80ms,5a4fd95d7c459f29e79b2846,9|lat:80ms
1515337200000,5a51d35e7c459f29e79b2a9c,109|lat:73ms,5a4f57407c459f29e79b26e9,14|lat:73ms,5a51550a7c459f29e79b2a30,13|lat:73ms
1515340800000,5a51d35e7c459f29e79b2a9c,113|lat:59ms,5a51550a7c459f29e79b2a30,16|lat:59ms,5a4f57407c459f29e79b26e9,9|lat:59ms
1515344400000,5a51d35e7c459f29e79b2a9c,108|lat:340ms,5a4f57407c459f29e79b26e9,13|lat:340ms,5a51550a7c459f29e79b2a30,12|lat:340ms
1515348000000,5a51d35e7c459f29e79b2a9c,80|lat:333ms,5a509e447c459f29e79b2955,6|lat:333ms,5a4fd95d7c459f29e79b2846,6|lat:333ms
1515351600000,5a51d35e7c459f29e79b2a9c,55|lat:322ms,5a51550a7c459f29e79b2a30,8|lat:322ms,5a4fd95d7c459f29e79b2846,6|lat:322ms
1515355200000,5a51d35e7c459f29e79b2a9c,68|lat:295ms,5a51550a7c459f29e79b2a30,9|lat:295ms,5a4e75be7c459f29e79b20c2,6|lat:295ms
1515358800000,5a51d35e7c459f29e79b2a9c,60|lat:281ms,5a527d867c459f29e79b2b5b,5|lat:281ms,5a502b057c459f29e79b28f8,4|lat:281ms
1515362400000,5a51d35e7c459f29e79b2a9c,61|lat:262ms,5a527d867c459f29e79b2b5b,18|lat:262ms,5a51550a7c459f29e79b2a30,6|lat:262ms
1515366000000,5a51d35e7c459f29e79b2a9c,76|lat:254ms,5a51550a7c459f29e79b2a30,8|lat:254ms,5a502b057c459f29e79b28f8,8|lat:254ms
1515369600000,5a51d35e7c459f29e79b2a9c,17|lat:231ms,5a4e76567c459f29e79b21bb,16|lat:231ms,5a52a6757c459f29e79b2ba2,9|lat:231ms
1515373200000,5a51d35e7c459f29e79b2a9c,35|lat:220ms,5a4e76567c459f29e79b21bb,6|lat:220ms,5a4f4cc77c459f29e79b26bd,3|lat:220ms
