1514764800000,68965495,233.40,57048689,190.80,46988223,140.04,57123959,99.00,2073520,87.90,64854347,86.46,4985602,83.70,74661305,79.20,52188782,74.33,54399408,74.20
1514851200000,57048689,491.00,34756900,456.47,1811585,419.76,57123959,356.70,63591393,344.20,43661348,329.10,68907649,309.33,12443097,295.10,38816970,279.00,20049341,258.18
1514937600000,33213475,1540.44,40118532,1150.38,77757865,1132.56,46565646,934.20,79437344,774.18,78124169,700.50,56606505,687.39,43678268,680.30,46743487,607.20,50709689,518.10
1515024000000,62938502,395.34,17173195,386.40,68890766,353.14,57267911,332.64,47037700,310.53,57048689,299.10,26805097,291.18,74755960,281.61,77471,267.80,63605203,257.77
1515110400000,64646953,1347.84,76165388,1037.40,69563353,936.54,69745052,936.00,34419602,908.16,51878992,758.70,74662660,728.31,59003930,705.66,40118532,661.11,67959084,607.53
1515196800000,57048689,468.30,25141914,339.20,2073520,260.00,47032762,258.00,57076816,211.30,76739302,208.56,65499127,203.07,17173195,178.53,29899499,159.72,57123959,136.90
1515283200000,62963437,461.34,9370,451.20,66363989,364.36,9271683,337.63,46890990,330.99,79173649,267.20,64775608,249.80,1826961,225.40,26272277,220.81,33118727,169.60
1515369600000,66076737,614.46,73897084,446.86,44420772,443.31,18946565,429.78,72396715,361.02,35951226,333.80,59188335,295.39,36500408,286.44,59382940,280.21,15785326,278.64
1515456000000,15701094,544.62,54547503,485.10,69314593,478.95,17173195,439.20,48028967,429.45,25141914,332.70,71408207,317.58,23078829,312.50,57048689,307.50,19208483,263.46
1515542400000,2073520,515.13,25141914,392.70,66418833,364.50,46959561,363.00,17173195,349.80,5310634,338.10,1658894,335.98,55112810,335.61,65213775,324.18,71659639,322.30
1515628800000,54609914,689.16,84321641,658.76,51087612,628.69,54232596,501.02,79251533,395.40,68141594,387.42,44053468,359.10,2289495,348.52,79151495,340.23,69670220,285.78
1515715200000,47969486,531.34,62222075,428.75,60783017,416.79,51878992,357.50,38331232,312.51,63895072,310.10,57048689,289.80,57048689,252.90,23078829,246.90,51878992,242.10
