1514419200000,442,457,387,209,159,386,1068,1904,1739,2043,1620,1337|lat:214ms
1515024000000,2225,2158,1316,698,519,1087,3461,6061,4944,4425,3836,3141|lat:30ms
1515628800000,1885,1980,1504,788,510,1150,3688,5593,5122,4237,3018,1973|lat:176ms
1516233600000,2191,2132,1587,788,540,1307,3186,5093,4913,4110,3337,2693|lat:91ms
1516838400000,2905,3085,1735,871,629,1296,3435,5342,4657,3535,2717,2507|lat:163ms
1517443200000,2136,1926,1580,849,553,1344,4367,6308,5660,4697,4380,3245|lat:74ms
1518048000000,2576,2522,1846,939,617,1412,3891,5694,5536,4519,4037,3615|lat:132ms
1518652800000,2576,2718,1913,1186,763,1699,4995,7372,5900,3947,4201,3431|lat:103ms
1519257600000,2760,2647,1991,1026,717,1597,4421,6448,5593,4162,3129,2981|lat:106ms
1519862400000,114,92,49,30,14,18,73,143,142,152,88,56|lat:411ms
1520467200000,9,15,9,0,2,4,19,16,31,26,14,7|lat:259ms
1521072000000,9,5,0,2,1,1,4,19,8,4,3,5|lat:604ms
1521676800000,19,5,3,2,5,2,7,14,13,13,12,7|lat:229ms
1522281600000,5,5,2,0,0,1,7,11,13,3,4,4|lat:274ms
1522886400000,3,0,3,20,2,2,5,8,5,3,3,1|lat:183ms
